student_id,student_name,age,nationality,gender,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning,course_recommended
1872,student 383,14,Armenia,Male,High school/College (14+),Scottish High International School,Science,2,Python Programming,48,4,Applied Tech,In-person,Technology Innovative Learning
1934,student 384,14,Canada,Male,High school/College (14+),Rosary School,Sports,0,Robotics Innovative Learning,96,1,Proficiency,Hybrid,Coding for kids
2380,student 385,14,Cook Islands,Female,High school/College (14+),Children academy,Mathematics,6,Graphic Designing & Animation,96,5,Applied Tech,In-person,Technology Innovative Learning
1586,student 386,14,Armenia,Male,High school/College (14+),Indian school al Ghubra,Sports,12,First LEGO League,8,5,Proficiency,In-person,AI
1369,student 387,14,Russia,Female,High school/College (14+),United International Private School,Mathematics,12,First LEGO League,24,3,Proficiency,Online,Graphics Designing
1766,student 388,14,Canada,Male,High school/College (14+),Cambridge Internatinal School,Sports,6,Graphic Designing & Animation,24,5,Applied Tech,Hybrid,AI
2261,student 389,14,Iraq,Male,High school/College (14+),Private,Sports,0,Robotics Innovative Learning,48,3,Applied Tech,In-person,AI
2855,student 390,14,Srilanka,Female,High school/College (14+),"International Indian School, Jeddah",Music,12,First LEGO League,24,4,Intermediate,Online,Coding for kids
1446,student 391,14,Saudi Arabia,Male,High school/College (14+),"NES International school, mulund west",Science,6,Graphic Designing & Animation,24,4,Beginner,In-person,Technology Innovative Learning
1625,student 392,14,Jordan,Male,High school/College (14+),our own English high school,Science,6,Graphic Designing & Animation,24,3,Intermediate,Hybrid,AI
1940,student 393,14,Iran (Islamic Republic of),Female,High school/College (14+),The winchester school jabal ali,Science,6,Graphic Designing & Animation,48,1,Applied Tech,Hybrid,Python
22,student 394,14,Saudi Arabia,Male,High school/College (14+),Al Manar International school,Technology,6,Graphic Designing & Animation,8,1,Proficiency,In-person,Technology Innovative Learning
2049,student 395,14,USA,Female,High school/College (14+),Li Englisto,Technology,6,Graphic Designing & Animation,24,4,Proficiency,Hybrid,Python
1866,student 396,14,Venezuela,Female,High school/College (14+),GEMS International School- Al Khail,Music,6,Graphic Designing & Animation,24,4,Intermediate,Hybrid,Graphics Designing
2798,student 397,14,United Kingdom,Male,High school/College (14+),Jbcn,Mathematics,23,Virtual Robotics,96,5,Applied Tech,Online,Technology Innovative Learning
293,student 398,14,Poland,Female,High school/College (14+),Hartland International School,Mathematics,23,Virtual Robotics,96,1,Proficiency,In-person,AI
1204,student 399,14,China,Female,High school/College (14+),almanar International school,Sports,6,Graphic Designing & Animation,24,4,Intermediate,In-person,3D Designing
1058,student 400,14,Malaysia,Male,High school/College (14+),BISES,Art,17,3D Designing & Modelling,48,1,Intermediate,Online,Game Development
2401,student 401,14,Turkey,Female,High school/College (14+),D.t.e.a,Music,6,Graphic Designing & Animation,96,1,Intermediate,In-person,Technology Innovative Learning
855,student 402,14,Bosnia and Herzegovina,Female,High school/College (14+),Sheffield Private School,Science,6,Graphic Designing & Animation,24,4,Beginner,Online,Technology Innovative Learning
2810,student 403,14,United States,Female,High school/College (14+),Summit International School,Music,6,Graphic Designing & Animation,24,4,Proficiency,In-person,Python
411,student 405,14,Cook Islands,Male,High school/College (14+),International School of Creative Science,Art,29,Web Development,48,4,Applied Tech,In-person,Coding for kids
508,student 406,14,Nigeria,Male,High school/College (14+),GEMS New Millennium School L.L.C,Art,10,LEGO Robotics,96,5,Beginner,In-person,Technology Innovative Learning
2647,student 407,14,Palestine,Female,High school/College (14+),International School of Creative Science,Art,26,Internet of Things,96,3,Intermediate,Online,AI
1503,student 409,14,UAE,Female,High school/College (14+),Mother Pried,Art,19,Young Coder,8,3,Intermediate,Hybrid,Graphics Designing
2084,student 410,14,Pakistan,Female,High school/College (14+),Father Agnel School,Art,30,Young Designer Program,48,5,Proficiency,In-person,Graphics Designing
1952,student 411,14,Afghanistan,Female,High school/College (14+),JSSIS,Music,31,3D Designing and Printing,48,4,Intermediate,Hybrid,Python
2836,student 413,14,Canada,Female,High school/College (14+),GEMS Metropole School-,Mathematics,32,Programming,96,1,Intermediate,In-person,AI
2808,student 414,14,UAE,Male,High school/College (14+),Carmel School Kuwait,Science,25,Artificial Intelligence and Machine Learning,48,4,Applied Tech,Online,Coding for kids
2291,student 415,14,Armenia,Male,High school/College (14+),The Millenium School,Sports,3,Artificial Intelligence,24,4,Intermediate,Hybrid,Technology Innovative Learning
1717,student 416,14,Russia,Female,High school/College (14+),International Islamic School,Art,9,Artificial Intelligence for Non Programmers,48,4,Beginner,Hybrid,Python
1962,student 417,14,China,Female,High school/College (14+),Kings school Dubai,Music,10,LEGO Robotics,24,4,Intermediate,Hybrid,App Development
1839,student 418,14,Iraq,Male,High school/College (14+),Colaiste Eoin,Science,19,Young Coder,24,3,Intermediate,In-person,3D Designing
691,student 419,14,United Kingdom,Female,High school/College (14+),Bright Rider's School,Science,33,Young Product Designer,96,4,Applied Tech,Hybrid,Game Development
1257,student 420,14,China,Male,High school/College (14+),St. Mary Catholic High School Dubai - Al Muhaisnah,Art,34,Game Combat Championship,24,5,Intermediate,Hybrid,Robotics Innovative Learning
78,student 421,14,KSA,Male,High school/College (14+),GEHS,Science,3,Artificial Intelligence,8,5,Applied Tech,Hybrid,Game Development
1869,student 422,14,Cook Islands,Female,High school/College (14+),The School of the Good Shepherd,Sports,22,Data Science,48,4,Intermediate,Hybrid,Technology Innovative Learning
2916,student 423,14,Cook Islands,Male,High school/College (14+),Cambridge International School Private,Sports,1,Robotics,24,5,Intermediate,In-person,Python
3,student 424,14,UK,Male,High school/College (14+),Diyafah International School Abu Dhabi,Art,23,Virtual Robotics,48,5,Applied Tech,In-person,App Development
2028,student 426,14,UAE,Female,High school/College (14+),In Phillipines,Sports,35,Young Web Developer,24,3,Intermediate,Hybrid,Game Development
1598,student 427,14,Saudi Arabia,Male,High school/College (14+),Avah Unity,Art,22,Data Science,48,3,Applied Tech,Online,Robotics Innovative Learning
1853,student 428,14,Pakistan,Male,High school/College (14+),Horizon International School - LLC,Science,36,JAVA Programming,24,4,Proficiency,In-person,Python
2707,student 429,14,Syria,Female,High school/College (14+),Bright Rider's School,Mathematics,15,Data Analysis with Python,48,4,Beginner,Hybrid,Robotics Innovative Learning
36,student 430,14,IndiaSpain,Male,High school/College (14+),GEMS Wellington Academy,Mathematics,7,Virtual Reality,48,3,Applied Tech,In-person,App Development
2104,student 431,14,Venezuela,Female,High school/College (14+),online lead,Mathematics,23,Virtual Robotics,24,3,Proficiency,In-person,Python
2401,student 433,14,Cameroon,Male,High school/College (14+),GEMS Wellington Academy,Sports,35,Young Web Developer,48,1,Applied Tech,Hybrid,Robotics Innovative Learning
2624,student 434,14,Egypt,Male,High school/College (14+),Scholars International Academy,Science,28,Virtual Robotics & Mechatronics,24,4,Applied Tech,In-person,3D Designing
2119,student 435,14,Armenia,Male,High school/College (14+),Khawla bent al azwar,Music,18,Graphic Designing,48,5,Applied Tech,In-person,AI
1434,student 436,14,Switzerland,Male,High school/College (14+),Inb Al Haitham government school,Mathematics,24,Coding For Kids,24,1,Intermediate,Hybrid,AI
2784,student 437,14,Turkey,Male,High school/College (14+),QIS,Music,7,Virtual Reality,24,4,Intermediate,Hybrid,Game Development
1644,student 438,14,Cuba,Male,High school/College (14+),Cambridge International School,Art,27,Young Innovator,48,1,Intermediate,In-person,Graphics Designing
699,student 439,14,Jordan,Male,High school/College (14+),Dubai International Academy,Science,10,LEGO Robotics,48,5,Intermediate,Hybrid,Technology Innovative Learning
1107,student 440,14,Cook Islands,Female,High school/College (14+),Horizon International School - LLC,Technology,37,Electronics for Kids,48,3,Proficiency,In-person,Python
2381,student 441,14,Canada,Male,High school/College (14+),Father Agnel School,Sports,1,Robotics,8,1,Beginner,In-person,Robotics Innovative Learning
701,student 442,14,Cameroon,Female,High school/College (14+),GEMOOSH,Technology,6,Graphic Designing & Animation,8,5,Proficiency,In-person,Graphics Designing
2066,student 443,14,Bosnia and Herzegovina,Male,High school/College (14+),DPS The gerdevn,Art,6,Graphic Designing & Animation,24,1,Applied Tech,Hybrid,Game Development
1570,student 444,14,IndiaSpain,Female,High school/College (14+),MAHE Dubai,Sports,23,Virtual Robotics,24,4,Proficiency,In-person,Graphics Designing
195,student 445,14,Venezuela,Male,High school/College (14+),English College,Mathematics,6,Graphic Designing & Animation,96,3,Intermediate,In-person,Coding for kids
2028,student 446,14,Korea,Female,High school/College (14+),New Indian Model School,Music,6,Graphic Designing & Animation,48,4,Applied Tech,Online,Robotics Innovative Learning
991,student 447,14,KSA,Female,High school/College (14+),The Indian High School-Branch,Music,23,Virtual Robotics,96,1,Applied Tech,Hybrid,App Development
19,student 448,14,Egypt,Male,High school/College (14+),Facebook,Technology,23,Virtual Robotics,8,5,Proficiency,In-person,3D Designing
2535,student 449,14,KSA,Female,High school/College (14+),Springdales School LLC,Science,23,Virtual Robotics,48,4,Proficiency,Online,Game Development
749,student 451,14,India,Male,High school/College (14+),Kings College Doha,Mathematics,23,Virtual Robotics,48,5,Proficiency,Online,Coding for kids
2725,student 452,14,Oman,Male,High school/College (14+),ASPAM,Music,23,Virtual Robotics,8,5,Applied Tech,In-person,Graphics Designing
998,student 453,10,Egypt,Male,Middle school (10-13),Edyscan Spl kid,Art,0,Robotics Innovative Learning,48,5,Intermediate,Online,Technology Innovative Learning
1544,student 454,9,India,Male,Elementary school (5-9),IISD,Mathematics,0,Robotics Innovative Learning,48,1,Applied Tech,Online,Game Development
486,student 455,12,Canada,Male,Middle school (10-13),Saad ebn abi waqas,Art,0,Robotics Innovative Learning,24,4,Proficiency,In-person,Python
1009,student 456,8,IndiaSpain,Female,Elementary school (5-9),Ow qusm high school,Sports,0,Robotics Innovative Learning,48,1,Applied Tech,Hybrid,Game Development
1215,student 457,11,Ireland,Male,Middle school (10-13),DPS,Technology,0,Robotics Innovative Learning,24,3,Intermediate,In-person,AI
130,student 458,8,Jordan,Female,Elementary school (5-9),English Language Private School,Mathematics,0,Robotics Innovative Learning,48,3,Intermediate,In-person,Technology Innovative Learning
1792,student 459,9,Russia,Female,Elementary school (5-9),SJKT ALOR GAJAH,Science,0,Robotics Innovative Learning,48,4,Intermediate,In-person,Python
334,student 460,11,Malaysia,Male,Middle school (10-13),Cambridge International School,Sports,0,Robotics Innovative Learning,48,4,Intermediate,Hybrid,AI
1210,student 461,9,Palestine,Male,Elementary school (5-9),Scholars International Academy,Mathematics,0,Robotics Innovative Learning,48,3,Proficiency,Hybrid,Graphics Designing
927,student 462,8,Armenia,Male,Elementary school (5-9),Oberoi International School,Technology,0,Robotics Innovative Learning,8,1,Intermediate,In-person,3D Designing
2397,student 463,9,USA,Male,Elementary school (5-9),JSS PRIVATE SCHOOL LLC,Mathematics,0,Robotics Innovative Learning,24,5,Proficiency,Hybrid,Coding for kids
1681,student 464,9,Switzerland,Female,Elementary school (5-9),GEMS New Millennium School L.L.CAl Salam Community School,Technology,0,Robotics Innovative Learning,96,4,Beginner,Online,App Development
2514,student 465,8,Syria,Male,Elementary school (5-9),Lodha World School,Sports,0,Robotics Innovative Learning,24,5,Applied Tech,Hybrid,AI
1377,student 466,9,Turkey,Male,Elementary school (5-9),Suncity school,Art,0,Robotics Innovative Learning,48,4,Applied Tech,In-person,AI
21,student 467,9,India,Female,Elementary school (5-9),Cambridge International School,Technology,0,Robotics Innovative Learning,96,5,Proficiency,Online,3D Designing
2468,student 468,11,Oman,Female,Middle school (10-13),OOB sharjah,Sports,0,Robotics Innovative Learning,48,1,Proficiency,Hybrid,Technology Innovative Learning
1363,student 469,8,Poland,Female,Elementary school (5-9),ST laurence school Sallins,Mathematics,0,Robotics Innovative Learning,24,3,Proficiency,Online,Python
939,student 470,13,Syria,Female,Middle school (10-13),Summit International School,Sports,0,Robotics Innovative Learning,24,4,Intermediate,In-person,Robotics Innovative Learning
1511,student 471,10,Armenia,Male,Middle school (10-13),GEMS World Academy,Mathematics,0,Robotics Innovative Learning,8,4,Beginner,In-person,App Development
1380,student 472,12,United Kingdom,Female,Middle school (10-13),AUH,Music,0,Robotics Innovative Learning,24,3,Beginner,Hybrid,Game Development
2904,student 473,12,United States,Male,Middle school (10-13),Wellington International School,Music,0,Robotics Innovative Learning,48,5,Intermediate,Online,Coding for kids
2300,student 474,12,Qatar,Male,Middle school (10-13),Sheffield Private School,Mathematics,0,Robotics Innovative Learning,96,4,Intermediate,Online,3D Designing
1497,student 475,10,Cook Islands,Female,Middle school (10-13),JSS,Music,0,Robotics Innovative Learning,48,4,Applied Tech,Online,Robotics Innovative Learning
2518,student 476,7,Qatar,Male,Elementary school (5-9),Kings College Doha,Mathematics,0,Robotics Innovative Learning,8,4,Applied Tech,Online,App Development
514,student 477,10,Nigeria,Male,Middle school (10-13),Al Manar International school,Technology,0,Robotics Innovative Learning,24,4,Beginner,In-person,Coding for kids
492,student 478,8,Turkey,Male,Elementary school (5-9),Dubai International Academy,Mathematics,0,Robotics Innovative Learning,8,4,Applied Tech,Hybrid,AI
1019,student 479,11,Cameroon,Male,Middle school (10-13),GEMS Founders School Mizhar,Science,0,Robotics Innovative Learning,48,3,Proficiency,In-person,AI
479,student 480,14,Palestine,Male,High school/College (14+),Alhussan International School,Science,12,First LEGO League,96,4,Intermediate,In-person,App Development
2013,student 481,14,United Kingdom,Male,High school/College (14+),Eaton International School,Music,3,Artificial Intelligence,48,3,Intermediate,Hybrid,Game Development
604,student 482,14,Switzerland,Female,High school/College (14+),Brilliance school,Art,3,Artificial Intelligence,24,3,Proficiency,Hybrid,Technology Innovative Learning
810,student 483,14,Korea,Male,High school/College (14+),Gems Founders,Technology,12,First LEGO League,48,4,Beginner,Online,AI
1431,student 486,14,United Arab Emirates,Female,High school/College (14+),AlRaja School,Sports,8,Drone Technology,96,3,Applied Tech,In-person,AI
1358,student 487,14,United Arab Emirates,Female,High school/College (14+),Bright Riders,Art,1,Robotics,48,5,Proficiency,In-person,Robotics Innovative Learning
1713,student 488,14,United Arab Emirates,Female,High school/College (14+),Children academy,Science,1,Robotics,24,4,Beginner,Online,3D Designing
880,student 490,14,United Arab Emirates,Male,High school/College (14+),The Millenium School,Technology,22,Data Science,96,4,Applied Tech,Online,Graphics Designing
188,student 492,14,United Arab Emirates,Female,High school/College (14+),Sekolah kebangsaan Sri Hartamas,Sports,31,3D Designing and Printing,24,5,Applied Tech,In-person,Coding for kids
1930,student 494,14,United Arab Emirates,Female,High school/College (14+),Al Rowad international,Mathematics,0,Robotics Innovative Learning,48,4,Beginner,In-person,App Development
1478,student 495,14,United Arab Emirates,Male,High school/College (14+),Indian learners own academy,Sports,5,Game and App Development,24,3,Intermediate,Hybrid,Robotics Innovative Learning
1075,student 496,14,United Arab Emirates,Female,High school/College (14+),Bright Rider's School,Technology,38,Game Development,24,1,Proficiency,In-person,Technology Innovative Learning
63,student 497,14,United Arab Emirates,Male,High school/College (14+),"Millennium School, Shj",Sports,17,3D Designing & Modelling,24,4,Proficiency,Hybrid,3D Designing
2987,student 498,14,United Arab Emirates,Female,High school/College (14+),The Sultan School,Sports,4,Technology Innovative Learning,8,4,Proficiency,Hybrid,App Development
1992,student 500,14,United Arab Emirates,Male,High school/College (14+),Indian learners own academy,Science,39,Young Data Scientist,8,5,Proficiency,Hybrid,Graphics Designing
818,student 501,14,United Arab Emirates,Male,High school/College (14+),DAA,Science,6,Graphic Designing & Animation,24,1,Proficiency,Hybrid,Game Development
15,student 502,14,United Arab Emirates,Male,High school/College (14+),Nadeen International,Sports,1,Robotics,48,3,Proficiency,In-person,Technology Innovative Learning
2050,student 503,14,United Arab Emirates,Female,High school/College (14+),Nadeen International school,Technology,40,Microsoft Arcade,24,1,Proficiency,In-person,Coding for kids
121,student 504,14,United Arab Emirates,Female,High school/College (14+),Sk bukit jalil,Mathematics,3,Artificial Intelligence,24,4,Beginner,Online,Coding for kids
370,student 505,14,United Arab Emirates,Female,High school/College (14+),Ambersrdm,Art,31,3D Designing and Printing,96,4,Proficiency,Online,AI
873,student 506,14,United Arab Emirates,Male,High school/College (14+),Star Private School,Music,1,Robotics,96,3,Intermediate,In-person,Python
2547,student 507,14,United Arab Emirates,Female,High school/College (14+),Khawla bent al azwar,Mathematics,0,Robotics Innovative Learning,96,1,Applied Tech,Online,App Development
2490,student 508,14,United Arab Emirates,Male,High school/College (14+),Holi child auxillianlm,Sports,15,Data Analysis with Python,48,1,Beginner,Hybrid,Technology Innovative Learning
506,student 509,14,United Arab Emirates,Male,High school/College (14+),Cambridge Internatinal School,Art,41,Young Honcho,48,4,Intermediate,Hybrid,Technology Innovative Learning
795,student 512,14,United Arab Emirates,Female,High school/College (14+),GEMS Our Own English High School,Sports,42,Augmented & Virtual Reality,8,1,Applied Tech,Hybrid,AI
595,student 513,14,United Arab Emirates,Female,High school/College (14+),United International Private School,Science,6,Graphic Designing & Animation,8,3,Proficiency,Hybrid,App Development
2449,student 514,14,United Arab Emirates,Male,High school/College (14+),Al Arqm Private School,Sports,35,Young Web Developer,24,4,Proficiency,Online,Graphics Designing
564,student 515,14,United Arab Emirates,Female,High school/College (14+),"GD Goenka Public School, Agra, India",Science,1,Robotics,96,3,Applied Tech,Online,Technology Innovative Learning
2028,student 517,14,United Arab Emirates,Male,High school/College (14+),Cambridge International School Private,Sports,38,Game Development,48,1,Beginner,Online,Coding for kids
2827,student 519,14,United Arab Emirates,Female,High school/College (14+),GEMOOSH,Science,43,App Development,24,3,Intermediate,Hybrid,Technology Innovative Learning
1520,student 520,14,United Arab Emirates,Female,High school/College (14+),GEMOOSH,Sports,23,Virtual Robotics,8,4,Proficiency,Hybrid,Python
867,student 521,14,United Arab Emirates,Male,High school/College (14+),Oaktree Primary School,Art,44,App Design and Development,96,5,Beginner,Hybrid,AI
1153,student 522,14,United Arab Emirates,Female,High school/College (14+),Indian school al Ghubra,Science,40,Microsoft Arcade,24,3,Beginner,In-person,Graphics Designing
2004,student 523,14,United Arab Emirates,Female,High school/College (14+),Mercer County Technical Schools,Technology,3,Artificial Intelligence,48,4,Proficiency,Online,Game Development
1413,student 524,14,United Arab Emirates,Male,High school/College (14+),LLfp,Technology,1,Robotics,24,4,Beginner,In-person,Game Development
827,student 525,14,United Arab Emirates,Male,High school/College (14+),SJKT ALOR GAJAH,Music,6,Graphic Designing & Animation,24,1,Proficiency,Online,Robotics Innovative Learning
2986,student 528,14,United Arab Emirates,Female,High school/College (14+),"Camp, Amity ( Al Nadha)",Mathematics,33,Young Product Designer,96,4,Beginner,Online,Coding for kids
7,student 529,14,United Arab Emirates,Male,High school/College (14+),GEMS Jumeirah Primary School,Music,1,Robotics,24,3,Intermediate,In-person,Python
38,student 530,14,United Arab Emirates,Male,High school/College (14+),"GD Goenka Public School, Agra, India",Art,45,Young Entrepreneur,48,3,Beginner,Online,App Development
1109,student 531,14,United Arab Emirates,Male,High school/College (14+),The Philippine School,Technology,36,JAVA Programming,96,3,Beginner,In-person,Python
721,student 532,14,United Arab Emirates,Female,High school/College (14+),St. Mary Catholic High School Dubai - Al Muhaisnah,Technology,1,Robotics,48,3,Proficiency,In-person,AI
508,student 533,14,United Arab Emirates,Female,High school/College (14+),Home,Technology,12,First LEGO League,48,4,Beginner,In-person,App Development
422,student 534,14,United Arab Emirates,Female,High school/College (14+),"International Indian School, Dammam",Mathematics,1,Robotics,48,5,Proficiency,Hybrid,Coding for kids
1476,student 535,14,United Arab Emirates,Male,High school/College (14+),GEMS Wellington Academy,Science,46,3D Designing,8,3,Proficiency,In-person,App Development
545,student 536,14,United Arab Emirates,Female,High school/College (14+),Hartland International School,Mathematics,17,3D Designing & Modelling,24,5,Proficiency,In-person,Graphics Designing
1001,student 537,14,United Arab Emirates,Male,High school/College (14+),Springdales School LLC,Technology,1,Robotics,48,3,Intermediate,In-person,Graphics Designing
2967,student 538,14,United Arab Emirates,Male,High school/College (14+),JSS International School LLC,Art,1,Robotics,96,1,Applied Tech,Online,Python
2025,student 539,14,United Arab Emirates,Female,High school/College (14+),Home,Sports,9,Artificial Intelligence for Non Programmers,24,1,Intermediate,Online,App Development
285,student 540,14,United Arab Emirates,Female,High school/College (14+),QIS,Mathematics,27,Young Innovator,24,4,Beginner,Hybrid,Python
2135,student 541,14,United Arab Emirates,Female,High school/College (14+),Horizon International School - LLC,Technology,39,Young Data Scientist,24,4,Intermediate,In-person,Graphics Designing
679,student 543,14,United Arab Emirates,Female,High school/College (14+),Ambassador School L.L.C,Art,14,Scratch Coding,96,3,Intermediate,Online,Python
1202,student 544,14,United Arab Emirates,Female,High school/College (14+),Ambersrdm,Art,18,Graphic Designing,24,4,Beginner,In-person,Game Development
1502,student 545,14,United Arab Emirates,Female,High school/College (14+),Kings school Dubai,Science,9,Artificial Intelligence for Non Programmers,24,3,Proficiency,Hybrid,App Development
2248,student 546,14,United Arab Emirates,Female,High school/College (14+),Amity School L.L.C,Mathematics,29,Web Development,24,5,Intermediate,Online,App Development
1902,student 547,14,United Arab Emirates,Female,High school/College (14+),Sekolah kebangsaan Sri Hartamas,Science,36,JAVA Programming,24,4,Applied Tech,Hybrid,Coding for kids
301,student 548,14,United Arab Emirates,Male,High school/College (14+),Springdales School LLC,Sports,44,App Design and Development,24,4,Intermediate,Hybrid,Robotics Innovative Learning
1465,student 549,14,United Arab Emirates,Female,High school/College (14+),Indian International School,Mathematics,17,3D Designing & Modelling,48,3,Beginner,Online,Graphics Designing
783,student 550,14,United Arab Emirates,Male,High school/College (14+),Amity International School,Science,4,Technology Innovative Learning,8,3,Intermediate,Hybrid,3D Designing
2054,student 551,14,United Arab Emirates,Male,High school/College (14+),Avah Unity,Art,16,Game Development with Unity,48,4,Intermediate,Online,Graphics Designing
1121,student 552,14,United Arab Emirates,Male,High school/College (14+),The university of texas at arlington,Music,16,Game Development with Unity,8,4,Beginner,Online,Game Development
736,student 553,14,United Arab Emirates,Female,High school/College (14+),Bright Rider's School,Sports,36,JAVA Programming,48,5,Proficiency,In-person,Graphics Designing
540,student 554,14,United Arab Emirates,Male,High school/College (14+),Arcadia High School,Science,44,App Design and Development,48,4,Beginner,Hybrid,Game Development
482,student 555,14,United Arab Emirates,Female,High school/College (14+),Saad ebn abi waqas,Sports,1,Robotics,48,4,Intermediate,Hybrid,Robotics Innovative Learning
1375,student 556,14,United Arab Emirates,Female,High school/College (14+),Hartland International School,Music,0,Robotics Innovative Learning,8,4,Beginner,Hybrid,App Development
783,student 557,14,United Arab Emirates,Female,High school/College (14+),GEMS AlBarsha National School for Boys,Mathematics,1,Robotics,24,5,Beginner,Hybrid,Technology Innovative Learning
605,student 558,14,United Arab Emirates,Male,High school/College (14+),The Philippine School,Sports,1,Robotics,24,4,Beginner,In-person,App Development
1270,student 559,14,United Arab Emirates,Male,High school/College (14+),IISD,Sports,10,LEGO Robotics,24,5,Proficiency,Hybrid,Game Development
2162,student 560,14,United Arab Emirates,Female,High school/College (14+),The university of texas at arlington,Technology,20,Young Game Developer,24,4,Intermediate,Online,Technology Innovative Learning
1917,student 561,14,United Arab Emirates,Male,High school/College (14+),Lotus Valley School Gurgaon,Music,16,Game Development with Unity,96,1,Applied Tech,In-person,Graphics Designing
850,student 562,14,United Arab Emirates,Male,High school/College (14+),Head Start Educational Academy,Mathematics,41,Young Honcho,48,5,Proficiency,Online,Technology Innovative Learning
2279,student 563,14,United Arab Emirates,Male,High school/College (14+),Belvedere British School,Art,12,First LEGO League,48,5,Intermediate,In-person,App Development
751,student 564,14,United Arab Emirates,Female,High school/College (14+),Aws,Art,2,Python Programming,24,5,Proficiency,In-person,Robotics Innovative Learning
1478,student 565,14,United Arab Emirates,Male,High school/College (14+),Reach British School,Art,1,Robotics,48,1,Proficiency,In-person,AI
2056,student 566,14,United Arab Emirates,Female,High school/College (14+),GHIS,Technology,7,Virtual Reality,48,4,Beginner,Hybrid,Technology Innovative Learning
2520,student 567,14,United Arab Emirates,Male,High school/College (14+),IISD,Sports,37,Electronics for Kids,96,4,Intermediate,Hybrid,Python
195,student 568,14,United Arab Emirates,Male,High school/College (14+),New millennium school Bahrain,Music,39,Young Data Scientist,24,4,Applied Tech,Hybrid,Game Development
788,student 570,14,United Arab Emirates,Female,High school/College (14+),Indian School Bahrain,Sports,42,Augmented & Virtual Reality,96,4,Proficiency,Hybrid,Graphics Designing
1879,student 571,14,United Arab Emirates,Female,High school/College (14+),The Indian High School-Branch,Mathematics,15,Data Analysis with Python,48,5,Intermediate,Hybrid,Coding for kids
1107,student 572,14,United Arab Emirates,Female,High school/College (14+),Aws,Science,33,Young Product Designer,8,4,Proficiency,Online,Technology Innovative Learning
867,student 573,14,United Arab Emirates,Female,High school/College (14+),Father Agnel School,Art,40,Microsoft Arcade,48,4,Proficiency,Online,Coding for kids
1876,student 574,14,United Arab Emirates,Female,High school/College (14+),Summit International School,Science,44,App Design and Development,48,5,Beginner,In-person,Graphics Designing
1676,student 575,14,United Arab Emirates,Female,High school/College (14+),Dubai Scholars Private School,Art,31,3D Designing and Printing,48,4,Applied Tech,In-person,Coding for kids
294,student 576,14,United Arab Emirates,Female,High school/College (14+),Jumeirah English Speaking School,Art,25,Artificial Intelligence and Machine Learning,24,5,Beginner,Hybrid,Game Development
2896,student 577,14,United Arab Emirates,Male,High school/College (14+),Cardiff international school / Qatar Finland I fee atop all school,Science,40,Microsoft Arcade,24,1,Applied Tech,Hybrid,Robotics Innovative Learning
1930,student 578,14,United Arab Emirates,Male,High school/College (14+),Ruth Thompson Middle School,Technology,3,Artificial Intelligence,48,5,Proficiency,In-person,Graphics Designing
1778,student 579,14,United Arab Emirates,Male,High school/College (14+),Al Mawakeb School - Al Garhoud,Technology,45,Young Entrepreneur,48,3,Intermediate,In-person,Python
524,student 581,14,United Arab Emirates,Male,High school/College (14+),The Indian High School,Art,28,Virtual Robotics & Mechatronics,24,5,Proficiency,In-person,AI
1311,student 582,14,United Arab Emirates,Female,High school/College (14+),Ambassador International Academy,Art,0,Robotics Innovative Learning,24,4,Proficiency,Online,Graphics Designing
454,student 583,14,United Arab Emirates,Male,High school/College (14+),Abdul Rahman Kanoo International,Technology,15,Data Analysis with Python,48,4,Proficiency,Hybrid,Technology Innovative Learning
962,student 584,14,United Arab Emirates,Male,High school/College (14+),Scholars International Academy,Mathematics,35,Young Web Developer,48,5,Proficiency,Hybrid,Robotics Innovative Learning
1332,student 585,14,United Arab Emirates,Male,High school/College (14+),The Philippine School,Science,25,Artificial Intelligence and Machine Learning,24,1,Beginner,Online,AI
2164,student 586,14,United Arab Emirates,Male,High school/College (14+),International School of Creative Science,Mathematics,1,Robotics,96,1,Beginner,In-person,3D Designing
1062,student 587,14,United Arab Emirates,Male,High school/College (14+),Cambridge High School,Science,12,First LEGO League,96,1,Applied Tech,In-person,Python
2294,student 588,14,United Arab Emirates,Male,High school/College (14+),Al Salam Private School,Music,21,Technology Onsite,24,5,Intermediate,In-person,AI
474,student 589,14,United Arab Emirates,Female,High school/College (14+),Gems Cambridge International Abu Dhabi,Music,31,3D Designing and Printing,24,3,Applied Tech,In-person,Graphics Designing
2853,student 590,14,United Arab Emirates,Male,High school/College (14+),Amity School L.L.C,Mathematics,47,Artificial Intelligence of Things,96,3,Applied Tech,In-person,AI
2344,student 591,14,United Arab Emirates,Male,High school/College (14+),GEMS Wellington International School,Art,7,Virtual Reality,48,3,Beginner,Online,App Development
2387,student 592,14,United Arab Emirates,Male,High school/College (14+),Sk bukit jalil,Technology,1,Robotics,48,3,Intermediate,Online,Robotics Innovative Learning
1058,student 593,14,United Arab Emirates,Female,High school/College (14+),Modern Skills School,Technology,42,Augmented & Virtual Reality,24,3,Beginner,Hybrid,Graphics Designing
298,student 594,14,United Arab Emirates,Male,High school/College (14+),Dubai National School,Music,24,Coding For Kids,96,5,Intermediate,In-person,Technology Innovative Learning
