student_id,student_name,age,nationality,education,school,field_of_interest,course_id,course_name,session,course_rating,difficulty_level,modes_of_learning
557,student 2627,10,Bosnia and Herzegovina,Middle school (10-13),Diyafah International School Abu Dhabi,Technology,3,Artificial Intelligence,24,4,Applied Tech,Online
826,student 2628,10,Venezuela,Middle school (10-13),Diyafah International School Abu Dhabi,Art,19,Young Game Developer,8,4,Intermediate,Hybrid
2809,student 2630,10,Nigeria,Middle school (10-13),Diyafah International School Abu Dhabi,Art,22,Coding For Kids,96,5,Intermediate,Hybrid
1055,student 2631,10,Russia,Middle school (10-13),Diyafah International School Abu Dhabi,Technology,8,Drone Technology,48,4,Intermediate,Hybrid
2583,student 2632,10,Canada,Middle school (10-13),Diyafah International School Abu Dhabi,Science,40,App Development,24,4,Applied Tech,Hybrid
426,student 2633,10,Bahrain,Middle school (10-13),Diyafah International School Abu Dhabi,Science,10,LEGO Robotics,8,4,Beginner,Hybrid
3466,student 2634,10,Venezuela,Middle school (10-13),Diyafah International School Abu Dhabi,Music,19,Young Game Developer,96,5,Applied Tech,Hybrid
2720,student 2635,10,Ukraine,Middle school (10-13),Diyafah International School Abu Dhabi,Mathematics,21,Virtual Robotics,48,5,Applied Tech,Hybrid
2411,student 2636,10,IndiaSpain,Middle school (10-13),Diyafah International School Abu Dhabi,Music,10,LEGO Robotics,48,2,Applied Tech,Online
3509,student 2637,10,New Zealand,Middle school (10-13),Diyafah International School Abu Dhabi,Science,32,Game Development,96,5,Intermediate,Hybrid
3742,student 2638,10,Ireland,Middle school (10-13),Diyafah International School Abu Dhabi,Music,3,Artificial Intelligence,96,5,Beginner,Hybrid
1575,student 2639,10,Canada,Middle school (10-13),Diyafah International School Abu Dhabi,Technology,1,Robotics,8,2,Proficiency,Hybrid
3999,student 2641,8,Qatar,Elementary school (5-9),Regent International Private School,Sports,16,3D Designing & Modelling,24,4,Beginner,In-person
2130,student 2642,14,Cameroon,High school/College (14+),Al Diyafah High School,Technology,1,Robotics,24,4,Beginner,Online
2404,student 2643,8,Poland,Elementary school (5-9),Regent International Private School,Technology,37,Microsoft Arcade,48,3,Beginner,Hybrid
3330,student 2644,10,China,Middle school (10-13),Al Diyafah High School,Science,1,Robotics,24,4,Proficiency,Online
3790,student 2645,10,Egypt,Middle school (10-13),Al Diyafah High School,Music,9,Artificial Intelligence for Non Programmers,96,2,Beginner,In-person
589,student 2646,10,Korea,Middle school (10-13),Al Diyafah High School,Mathematics,1,Robotics,48,4,Beginner,Online
2013,student 2647,10,Srilanka,Middle school (10-13),Al Diyafah High School,Mathematics,1,Robotics,48,4,Proficiency,Hybrid
1548,student 2648,10,Pakistan,Middle school (10-13),Al Diyafah High School,Mathematics,32,Game Development,48,5,Beginner,Online
295,student 2649,8,UK,Elementary school (5-9),Regent International Private School,Music,1,Robotics,24,4,Applied Tech,In-person
1986,student 2650,8,UK,Elementary school (5-9),Regent International Private School,Sports,23,Artificial Intelligence and Machine Learning,24,3,Beginner,Hybrid
1248,student 2652,10,Poland,Middle school (10-13),Al Diyafah High School,Mathematics,22,Coding For Kids,48,3,Intermediate,In-person
1549,student 2653,10,UK,Middle school (10-13),Al Diyafah High School,Science,9,Artificial Intelligence for Non Programmers,48,3,Applied Tech,Hybrid
3118,student 2654,10,Oman,Middle school (10-13),Al Diyafah High School,Music,1,Robotics,96,4,Applied Tech,In-person
1691,student 2655,14,India,High school/College (14+),Al Diyafah High School,Science,17,Graphic Designing,96,3,Intermediate,In-person
1137,student 2656,10,Bahrain,Middle school (10-13),Al Diyafah High School,Sports,4,Technology Innovative Learning,24,4,Beginner,In-person
1257,student 2657,10,Palestine,Middle school (10-13),Al Diyafah High School,Mathematics,24,Internet of Things,48,2,Applied Tech,Hybrid
2065,student 2658,8,Canada,Elementary school (5-9),Regent International Private School,Science,1,Robotics,96,4,Beginner,Hybrid
360,student 2659,10,Malaysia,Middle school (10-13),Al Diyafah High School,Science,1,Robotics,24,2,Intermediate,Hybrid
3295,student 2661,10,Qatar,Middle school (10-13),Al Diyafah High School,Technology,7,Virtual Reality,8,2,Proficiency,Online
2914,student 2662,14,Jordan,High school/College (14+),Al Diyafah High School,Music,26,Virtual Robotics & Mechatronics,24,4,Intermediate,Hybrid
700,student 2663,8,Cook Islands,Elementary school (5-9),Regent International Private School,Science,15,Game Development with Unity,48,4,Beginner,Online
448,student 2665,8,Venezuela,Elementary school (5-9),Regent International Private School,Art,25,Young Innovator,48,3,Intermediate,Online
2904,student 2666,10,Venezuela,Middle school (10-13),Al Diyafah High School,Sports,0,Robotics Innovative Learning,48,2,Beginner,In-person
2413,student 2667,10,Palestine,Middle school (10-13),Al Diyafah High School,Music,6,Graphic Designing & Animation,48,4,Intermediate,Hybrid
675,student 2668,10,Pakistan,Middle school (10-13),Al Diyafah High School,Science,14,Data Analysis with Python,48,5,Proficiency,Hybrid
1008,student 2669,10,Canada,Middle school (10-13),Al Diyafah High School,Science,22,Coding For Kids,48,2,Proficiency,Online
1350,student 2670,10,Bahrain,Middle school (10-13),Al Diyafah High School,Science,32,Game Development,96,5,Applied Tech,Hybrid
2515,student 2671,9,Palestine,Elementary school (5-9),Al Diyafah High School,Science,20,Data Science,48,2,Intermediate,In-person
2462,student 2672,10,Cameroon,Middle school (10-13),Al Diyafah High School,Sports,36,Young Data Scientist,24,2,Applied Tech,In-person
3527,student 2674,10,Bahrain,Middle school (10-13),Al Diyafah High School,Mathematics,1,Robotics,24,4,Intermediate,In-person
586,student 2675,10,Poland,Middle school (10-13),Al Diyafah High School,Art,38,Young Honcho,24,3,Intermediate,In-person
1257,student 2676,14,Bahrain,High school/College (14+),Al Diyafah High School,Music,3,Artificial Intelligence,48,4,Intermediate,Hybrid
1248,student 2677,10,United States,Middle school (10-13),Al Diyafah High School,Technology,0,Robotics Innovative Learning,48,4,Beginner,In-person
994,student 2678,14,Ireland,High school/College (14+),Al Diyafah High School,Music,2,Python Programming,48,3,Intermediate,Hybrid
3903,student 2679,14,Saudi Arabia,High school/College (14+),Al Diyafah High School,Sports,36,Young Data Scientist,24,4,Applied Tech,Hybrid
1436,student 2680,10,Cook Islands,Middle school (10-13),Al Diyafah High School,Music,1,Robotics,96,4,Applied Tech,Hybrid
572,student 2681,10,Oman,Middle school (10-13),Al Diyafah High School,Science,32,Game Development,24,2,Intermediate,Online
2383,student 2682,10,IndiaSpain,Middle school (10-13),Al Diyafah High School,Sports,34,JAVA Programming,96,4,Intermediate,Hybrid
1246,student 2683,10,KSA,Middle school (10-13),Al Diyafah High School,Sports,7,Virtual Reality,48,2,Beginner,Hybrid
2085,student 2684,10,Cook Islands,Middle school (10-13),Al Diyafah High School,Music,1,Robotics,48,2,Beginner,Hybrid
989,student 2685,10,United States,Middle school (10-13),Al Diyafah High School,Music,32,Game Development,96,4,Intermediate,In-person
278,student 2686,10,Venezuela,Middle school (10-13),Al Diyafah High School,Music,11,VEX Robotics,48,3,Intermediate,Online
1220,student 2687,10,India,Middle school (10-13),Al Diyafah High School,Art,2,Python Programming,48,4,Intermediate,Online
2964,student 2688,8,Ireland,Elementary school (5-9),Regent International Private School,Music,32,Game Development,24,3,Beginner,Hybrid
1888,student 2689,10,UAE,Middle school (10-13),Al Diyafah High School,Music,2,Python Programming,8,4,Proficiency,Online
484,student 2691,11,Ireland,Middle school (10-13),Al Diyafah High School,Technology,32,Game Development,96,2,Intermediate,In-person
1266,student 2692,10,Cook Islands,Middle school (10-13),Al Diyafah High School,Art,1,Robotics,96,4,Proficiency,Hybrid
3396,student 2694,10,Nigeria,Middle school (10-13),Al Diyafah High School,Sports,18,Young Coder,48,4,Intermediate,In-person
731,student 2695,14,Jordan,High school/College (14+),Al Diyafah High School,Art,1,Robotics,96,2,Intermediate,Online
2240,student 2696,10,Canada,Middle school (10-13),Al Diyafah High School,Technology,16,3D Designing & Modelling,24,4,Applied Tech,Online
1041,student 2697,10,Switzerland,Middle school (10-13),Al Diyafah High School,Music,21,Virtual Robotics,48,4,Beginner,In-person
2572,student 2698,10,Qatar,Middle school (10-13),Al Diyafah High School,Technology,9,Artificial Intelligence for Non Programmers,48,5,Applied Tech,Online
918,student 2699,10,UAE,Middle school (10-13),Al Diyafah High School,Sports,1,Robotics,24,2,Applied Tech,In-person
2449,student 2700,10,Egypt,Middle school (10-13),Al Diyafah High School,Music,1,Robotics,8,4,Proficiency,Online
3978,student 2701,10,Canada,Middle school (10-13),Al Diyafah High School,Music,35,Electronics for Kids,24,4,Proficiency,Hybrid
886,student 2702,10,Switzerland,Middle school (10-13),Al Diyafah High School,Technology,1,Robotics,96,5,Beginner,Hybrid
2753,student 2703,10,United States,Middle school (10-13),Al Diyafah High School,Music,12,Young App Developer,48,5,Applied Tech,Hybrid
22,student 2705,14,United Arab Emirates,High school/College (14+),Al Diyafah High School,Music,23,Artificial Intelligence and Machine Learning,48,3,Beginner,In-person
474,student 2706,10,Cook Islands,Middle school (10-13),Al Diyafah High School,Mathematics,39,Augmented & Virtual Reality,96,2,Intermediate,In-person
3192,student 2707,6,Uganda,Elementary school (5-9),Regent International Private School,Sports,4,Technology Innovative Learning,48,2,Proficiency,Online
2258,student 2708,14,Kuwait,High school/College (14+),Al Diyafah High School,Mathematics,1,Robotics,48,5,Beginner,Online
2354,student 2709,14,Ukraine,High school/College (14+),Al Diyafah High School,Science,23,Artificial Intelligence and Machine Learning,96,4,Intermediate,In-person
3342,student 2710,10,United Kingdom,Middle school (10-13),Al Diyafah High School,Technology,13,Scratch Coding,24,4,Proficiency,Online
704,student 2712,10,Ireland,Middle school (10-13),Al Diyafah High School,Sports,1,Robotics,48,3,Proficiency,In-person
687,student 2713,10,IndiaSpain,Middle school (10-13),Al Diyafah High School,Art,16,3D Designing & Modelling,48,4,Applied Tech,In-person
285,student 2714,14,IndiaSpain,High school/College (14+),Al Diyafah High School,Sports,32,Game Development,48,3,Proficiency,Online
716,student 2716,14,Korea,High school/College (14+),Al Diyafah High School,Music,1,Robotics,8,4,Beginner,Hybrid
3748,student 2717,14,Qatar,High school/College (14+),Al Diyafah High School,Mathematics,2,Python Programming,24,2,Intermediate,In-person
763,student 2718,10,Bahrain,Middle school (10-13),Al Diyafah High School,Technology,16,3D Designing & Modelling,96,4,Intermediate,Hybrid
1251,student 2719,10,Uganda,Middle school (10-13),Al Diyafah High School,Sports,3,Artificial Intelligence,24,5,Proficiency,In-person
948,student 2720,10,Saudi Arabia,Middle school (10-13),Al Diyafah High School,Art,34,JAVA Programming,24,4,Applied Tech,Online
2429,student 2721,10,UAE,Middle school (10-13),Al Diyafah High School,Art,40,App Development,8,4,Applied Tech,Hybrid
2508,student 2722,10,Singapore,Middle school (10-13),Al Diyafah High School,Sports,32,Game Development,24,2,Applied Tech,Online
1031,student 2723,10,Cuba,Middle school (10-13),Al Diyafah High School,Technology,1,Robotics,24,5,Beginner,In-person
29,student 2725,10,Venezuela,Middle school (10-13),Al Diyafah High School,Art,22,Coding For Kids,48,3,Applied Tech,Hybrid
907,student 2726,10,Singapore,Middle school (10-13),Al Diyafah High School,Sports,10,LEGO Robotics,48,5,Beginner,Online
3105,student 2727,10,Uruguay,Middle school (10-13),Al Diyafah High School,Science,32,Game Development,24,2,Beginner,Online
3718,student 2729,10,United Kingdom,Middle school (10-13),Al Diyafah High School,Mathematics,1,Robotics,48,4,Intermediate,Hybrid
2927,student 2730,10,UK,Middle school (10-13),Al Diyafah High School,Art,1,Robotics,8,3,Beginner,Online
2127,student 2731,14,Iraq,High school/College (14+),Al Diyafah High School,Sports,23,Artificial Intelligence and Machine Learning,24,2,Beginner,In-person
2995,student 2732,14,Cook Islands,High school/College (14+),Al Diyafah High School,Technology,2,Python Programming,24,5,Beginner,In-person
2507,student 2734,14,United States,High school/College (14+),Al Diyafah High School,Music,12,Young App Developer,24,2,Beginner,Online
570,student 2735,14,Palestine,High school/College (14+),Al Diyafah High School,Technology,1,Robotics,48,2,Beginner,Hybrid
2007,student 2736,14,India,High school/College (14+),Al Diyafah High School,Science,3,Artificial Intelligence,24,4,Applied Tech,In-person
3610,student 2737,14,Nigeria,High school/College (14+),Al Diyafah High School,Art,31,Young Product Designer,48,4,Intermediate,Online
3554,student 2738,14,Uruguay,High school/College (14+),Al Diyafah High School,Science,41,App Design and Development,96,4,Intermediate,Hybrid
1454,student 2739,14,Switzerland,High school/College (14+),Al Diyafah High School,Science,23,Artificial Intelligence and Machine Learning,24,4,Applied Tech,Online
738,student 2740,14,United States,High school/College (14+),Al Diyafah High School,Mathematics,20,Data Science,48,4,Beginner,Hybrid
3357,student 2741,14,Kuwait,High school/College (14+),Al Diyafah High School,Mathematics,30,Programming,96,2,Intermediate,Hybrid
516,student 2742,14,Cook Islands,High school/College (14+),Al Diyafah High School,Science,22,Coding For Kids,24,4,Intermediate,Online
2001,student 2743,14,Nigeria,High school/College (14+),Al Diyafah High School,Technology,6,Graphic Designing & Animation,48,5,Applied Tech,In-person
3171,student 2744,14,Russia,High school/College (14+),Al Diyafah High School,Mathematics,3,Artificial Intelligence,8,4,Proficiency,Online
2445,student 2746,14,China,High school/College (14+),Al Diyafah High School,Mathematics,0,Robotics Innovative Learning,96,5,Intermediate,Hybrid
3561,student 2748,14,India,High school/College (14+),Al Diyafah High School,Technology,1,Robotics,24,2,Applied Tech,Hybrid
39,student 2749,14,Nigeria,High school/College (14+),Al Diyafah High School,Mathematics,42,Young Entrepreneur,48,3,Proficiency,In-person
3343,student 2750,14,Cook Islands,High school/College (14+),Al Diyafah High School,Music,4,Technology Innovative Learning,8,4,Applied Tech,Hybrid
887,student 2751,14,Poland,High school/College (14+),Al Diyafah High School,Art,3,Artificial Intelligence,48,3,Intermediate,Hybrid
2845,student 2752,14,Egypt,High school/College (14+),Al Diyafah High School,Mathematics,28,Young Designer,48,2,Proficiency,In-person
2205,student 2753,14,China,High school/College (14+),Al Diyafah High School,Sports,26,Virtual Robotics & Mechatronics,24,4,Beginner,Hybrid
1099,student 2754,14,Uganda,High school/College (14+),Al Diyafah High School,Art,16,3D Designing & Modelling,8,3,Intermediate,In-person
2932,student 2755,14,Poland,High school/College (14+),Al Diyafah High School,Music,15,Game Development with Unity,96,3,Applied Tech,Online
1824,student 2757,14,Venezuela,High school/College (14+),Al Diyafah High School,Technology,26,Virtual Robotics & Mechatronics,48,2,Intermediate,Hybrid
3202,student 2758,14,Taiwan,High school/College (14+),Al Diyafah High School,Sports,16,3D Designing & Modelling,8,5,Applied Tech,Online
1711,student 2760,14,Pakistan,High school/College (14+),Al Diyafah High School,Science,15,Game Development with Unity,48,2,Applied Tech,In-person
974,student 2762,14,Turkey,High school/College (14+),Al Diyafah High School,Technology,22,Coding For Kids,48,3,Applied Tech,Online
3156,student 2763,8,Cuba,Elementary school (5-9),Regent International Private School,Science,1,Robotics,48,4,Intermediate,In-person
3094,student 2764,14,Pakistan,High school/College (14+),Al Diyafah High School,Art,0,Robotics Innovative Learning,24,4,Intermediate,Hybrid
3531,student 2765,14,United Arab Emirates,High school/College (14+),Al Diyafah High School,Mathematics,27,Web Development,96,5,Beginner,Online
1563,student 2766,14,Russia,High school/College (14+),Al Diyafah High School,Sports,8,Drone Technology,48,4,Proficiency,In-person
3779,student 2767,14,IndiaSpain,High school/College (14+),Al Diyafah High School,Technology,2,Python Programming,24,4,Applied Tech,In-person
2897,student 2768,14,Pakistan,High school/College (14+),Al Diyafah High School,Technology,1,Robotics,24,2,Proficiency,Hybrid
3454,student 2769,14,United States,High school/College (14+),Al Diyafah High School,Music,1,Robotics,24,2,Beginner,Hybrid
2796,student 2770,14,Kuwait,High school/College (14+),Al Diyafah High School,Music,15,Game Development with Unity,8,3,Intermediate,In-person
3512,student 2771,14,Oman,High school/College (14+),Al Diyafah High School,Technology,29,3D Designing and Printing,24,5,Applied Tech,Online
3676,student 2772,14,Bahrain,High school/College (14+),Al Diyafah High School,Sports,42,Young Entrepreneur,24,3,Applied Tech,Online
989,student 2774,14,Cook Islands,High school/College (14+),Al Diyafah High School,Mathematics,30,Programming,24,5,Beginner,Online
21,student 2775,14,UK,High school/College (14+),Al Diyafah High School,Technology,1,Robotics,24,2,Beginner,In-person
2351,student 2776,14,Venezuela,High school/College (14+),Al Diyafah High School,Music,18,Young Coder,48,4,Applied Tech,In-person
869,student 2777,14,USA,High school/College (14+),Al Diyafah High School,Art,1,Robotics,24,4,Beginner,In-person
84,student 2779,14,United Arab Emirates,High school/College (14+),Al Diyafah High School,Science,36,Young Data Scientist,24,5,Applied Tech,Online
3846,student 2780,14,Pakistan,High school/College (14+),Al Diyafah High School,Music,2,Python Programming,24,5,Proficiency,Online
1683,student 2781,14,USA,High school/College (14+),Al Diyafah High School,Music,23,Artificial Intelligence and Machine Learning,48,4,Beginner,Online
1977,student 2782,14,Egypt,High school/College (14+),Al Diyafah High School,Mathematics,28,Young Designer,24,3,Applied Tech,Hybrid
3525,student 2783,14,Korea,High school/College (14+),Al Diyafah High School,Music,28,Young Designer,96,5,Beginner,Online
1411,student 2784,14,Saudi Arabia,High school/College (14+),Al Diyafah High School,Mathematics,21,Virtual Robotics,24,4,Applied Tech,Hybrid
1531,student 2785,14,Poland,High school/College (14+),Al Diyafah High School,Science,42,Young Entrepreneur,48,3,Beginner,Hybrid
3329,student 2786,14,Iran (Islamic Republic of),High school/College (14+),Al Diyafah High School,Sports,34,JAVA Programming,8,3,Intermediate,Online
570,student 2787,14,Nigeria,High school/College (14+),Al Diyafah High School,Mathematics,18,Young Coder,8,5,Intermediate,Hybrid
3964,student 2788,14,Singapore,High school/College (14+),Al Diyafah High School,Science,36,Young Data Scientist,48,4,Proficiency,Hybrid
934,student 2789,14,Egypt,High school/College (14+),Al Diyafah High School,Sports,3,Artificial Intelligence,24,3,Proficiency,In-person
3599,student 2791,14,Singapore,High school/College (14+),Al Diyafah High School,Science,31,Young Product Designer,48,4,Proficiency,In-person
3234,student 2792,14,Kuwait,High school/College (14+),Al Diyafah High School,Art,35,Electronics for Kids,48,3,Proficiency,Hybrid
1981,student 2793,14,Uganda,High school/College (14+),Al Diyafah High School,Mathematics,42,Young Entrepreneur,48,4,Beginner,Hybrid
3235,student 2794,14,Afghanistan,High school/College (14+),Al Diyafah High School,Mathematics,32,Game Development,8,4,Applied Tech,In-person
1856,student 2795,14,UAE,High school/College (14+),Al Diyafah High School,Music,39,Augmented & Virtual Reality,8,3,Beginner,In-person
3057,student 2796,14,Ireland,High school/College (14+),Al Diyafah High School,Science,22,Coding For Kids,8,5,Intermediate,Hybrid
793,student 2798,14,Bosnia and Herzegovina,High school/College (14+),Al Diyafah High School,Sports,9,Artificial Intelligence for Non Programmers,24,4,Proficiency,In-person
792,student 2799,14,Uganda,High school/College (14+),Al Diyafah High School,Art,1,Robotics,24,5,Applied Tech,In-person
3596,student 2800,14,UK,High school/College (14+),Al Diyafah High School,Art,36,Young Data Scientist,24,4,Intermediate,Online
1810,student 2801,14,Turkey,High school/College (14+),Al Diyafah High School,Science,33,Young Web Developer,24,4,Applied Tech,Online
1295,student 2802,14,USA,High school/College (14+),Al Diyafah High School,Art,8,Drone Technology,48,4,Applied Tech,In-person
2540,student 2803,14,Canada,High school/College (14+),Al Diyafah High School,Sports,28,Young Designer,24,4,Beginner,Hybrid
2256,student 2805,14,Nigeria,High school/College (14+),Al Diyafah High School,Music,3,Artificial Intelligence,48,3,Intermediate,Online
3611,student 2806,14,Srilanka,High school/College (14+),Al Diyafah High School,Mathematics,10,LEGO Robotics,48,4,Applied Tech,Hybrid
1608,student 2807,14,Venezuela,High school/College (14+),Al Diyafah High School,Art,6,Graphic Designing & Animation,48,2,Applied Tech,In-person
1084,student 2809,14,Uganda,High school/College (14+),Al Diyafah High School,Mathematics,17,Graphic Designing,48,2,Proficiency,Online
2478,student 2810,14,Malaysia,High school/College (14+),Al Diyafah High School,Technology,23,Artificial Intelligence and Machine Learning,48,4,Proficiency,Hybrid
985,student 2811,14,Bahrain,High school/College (14+),Al Diyafah High School,Music,17,Graphic Designing,24,2,Intermediate,Online
1681,student 2812,14,United States,High school/College (14+),Al Diyafah High School,Technology,1,Robotics,48,3,Beginner,Hybrid
3677,student 2813,14,USA,High school/College (14+),Al Diyafah High School,Music,34,JAVA Programming,48,2,Applied Tech,In-person
3381,student 2814,14,Egypt,High school/College (14+),Al Diyafah High School,Art,8,Drone Technology,8,2,Proficiency,Online
520,student 2815,14,Ukraine,High school/College (14+),Al Diyafah High School,Technology,17,Graphic Designing,8,4,Beginner,Online
591,student 2817,14,Srilanka,High school/College (14+),Al Diyafah High School,Sports,43,3D Designing,8,5,Intermediate,Hybrid
1051,student 2818,14,Pakistan,High school/College (14+),Al Diyafah High School,Sports,34,JAVA Programming,8,2,Beginner,Online
1710,student 2819,15,Cook Islands,High school/College (14+),Al Diyafah High School,Mathematics,29,3D Designing and Printing,24,4,Applied Tech,In-person
3634,student 2822,16,Bahrain,High school/College (14+),Al Diyafah High School,Science,29,3D Designing and Printing,24,5,Intermediate,Hybrid
2036,student 2823,15,United Arab Emirates,High school/College (14+),Indian learners own academy,Mathematics,1,Robotics,96,4,Beginner,Online
2247,student 2824,15,Uganda,High school/College (14+),Al Diyafah High School,Music,22,Coding For Kids,24,2,Beginner,In-person
2435,student 2826,16,China,High school/College (14+),Al Diyafah High School,Music,12,Young App Developer,24,2,Intermediate,Online
349,student 2827,9,United Arab Emirates,Elementary school (5-9),Summit International School,Sports,1,Robotics,24,4,Proficiency,In-person
960,student 2828,15,United Arab Emirates,High school/College (14+),BISES,Mathematics,1,Robotics,24,4,Proficiency,In-person
1964,student 2829,11,United Arab Emirates,Middle school (10-13),Gems Founders,Science,1,Robotics,24,4,Proficiency,Online
693,student 2830,16,Singapore,High school/College (14+),Al Diyafah High School,Mathematics,1,Robotics,96,4,Beginner,Hybrid
1560,student 2831,15,Taiwan,High school/College (14+),Al Diyafah High School,Science,25,Young Innovator,48,4,Applied Tech,Hybrid
3900,student 2832,16,United Arab Emirates,High school/College (14+),Scottish High International School,Science,1,Robotics,96,4,Intermediate,Online
378,student 2834,16,New Zealand,High school/College (14+),Al Diyafah High School,Art,3,Artificial Intelligence,48,4,Beginner,In-person
2947,student 2835,16,United Arab Emirates,High school/College (14+),The Millenium School,Technology,1,Robotics,8,4,Intermediate,Hybrid
2964,student 2836,16,United Arab Emirates,High school/College (14+),SJCK Sin Ming,Sports,1,Robotics,48,4,Proficiency,Hybrid
3630,student 2837,16,United Arab Emirates,High school/College (14+),"Millennium School, Shj",Technology,1,Robotics,48,5,Applied Tech,Online
527,student 2838,10,United Arab Emirates,Middle school (10-13),Apeejay school,Art,1,Robotics,48,4,Intermediate,Online
3225,student 2839,13,United Arab Emirates,Middle school (10-13),Cambridge International School Private,Technology,1,Robotics,8,3,Intermediate,Hybrid
2782,student 2840,11,United Arab Emirates,Middle school (10-13),"Middle East International School, Doha,Qatar",Technology,1,Robotics,96,3,Applied Tech,Hybrid
2254,student 2841,8,United Arab Emirates,Elementary school (5-9),Al Diyafah High School,Mathematics,25,Young Innovator,48,5,Intermediate,Hybrid
2503,student 2842,11,Iran (Islamic Republic of),Middle school (10-13),Regent International Private School,Sports,0,Robotics Innovative Learning,48,4,Applied Tech,In-person
3345,student 2843,8,United Arab Emirates,Elementary school (5-9),Al Diyafah High School,Art,1,Robotics,96,4,Proficiency,In-person
3966,student 2844,11,Singapore,Middle school (10-13),Regent International Private School,Sports,38,Young Honcho,48,3,Beginner,Hybrid
1260,student 2845,11,Uruguay,Middle school (10-13),Regent International Private School,Mathematics,17,Graphic Designing,24,3,Beginner,Online
1876,student 2846,15,Jordan,High school/College (14+),Al Diyafah High School,Music,13,Scratch Coding,24,3,Applied Tech,Hybrid
1764,student 2847,5,United Arab Emirates,Elementary school (5-9),Al Ain English Speaking School,Music,1,Robotics,96,2,Intermediate,Hybrid
521,student 2848,12,United Arab Emirates,Middle school (10-13),Regent International Private School,Sports,1,Robotics,24,4,Beginner,Hybrid
1702,student 2849,13,India,Middle school (10-13),Regent International Private School,Sports,18,Young Coder,24,4,Proficiency,Online
1017,student 2850,16,KSA,High school/College (14+),Al Diyafah High School,Mathematics,7,Virtual Reality,96,5,Beginner,Online
3004,student 2851,12,Uganda,Middle school (10-13),Regent International Private School,Mathematics,10,LEGO Robotics,24,5,Intermediate,Hybrid
3903,student 2853,16,Saudi Arabia,High school/College (14+),Al Diyafah High School,Mathematics,32,Game Development,48,4,Proficiency,In-person
2774,student 2854,13,Nigeria,Middle school (10-13),Regent International Private School,Mathematics,0,Robotics Innovative Learning,24,4,Intermediate,Online
1014,student 2855,9,Iran (Islamic Republic of),Elementary school (5-9),Regent International Private School,Science,42,Young Entrepreneur,24,2,Applied Tech,In-person
2549,student 2856,15,Venezuela,High school/College (14+),Al Diyafah High School,Sports,42,Young Entrepreneur,96,2,Proficiency,In-person
117,student 2857,15,Taiwan,High school/College (14+),Al Diyafah High School,Technology,23,Artificial Intelligence and Machine Learning,24,4,Applied Tech,Hybrid
2434,student 2858,15,Palestine,High school/College (14+),Al Diyafah High School,Science,1,Robotics,24,3,Applied Tech,In-person
1368,student 2859,15,Singapore,High school/College (14+),Al Diyafah High School,Mathematics,3,Artificial Intelligence,24,4,Beginner,In-person
584,student 2860,11,Pakistan,Middle school (10-13),Regent International Private School,Mathematics,41,App Design and Development,24,4,Intermediate,In-person
395,student 2862,15,Malaysia,High school/College (14+),Al Diyafah High School,Science,9,Artificial Intelligence for Non Programmers,24,3,Intermediate,Online
1088,student 2863,16,Malaysia,High school/College (14+),Al Diyafah High School,Sports,21,Virtual Robotics,24,2,Applied Tech,Hybrid
3789,student 2864,16,Egypt,High school/College (14+),Al Diyafah High School,Music,45,Drone Technology & Aerodynamics,8,4,Intermediate,Online
2769,student 2865,16,Taiwan,High school/College (14+),Al Diyafah High School,Science,25,Young Innovator,48,4,Intermediate,In-person
72,student 2866,15,India,High school/College (14+),Al Diyafah High School,Music,1,Robotics,48,3,Beginner,In-person
3861,student 2867,11,Russia,Middle school (10-13),Al Diyafah High School,Art,16,3D Designing & Modelling,48,4,Beginner,Online
274,student 2868,10,Oman,Middle school (10-13),Al Diyafah High School,Sports,0,Robotics Innovative Learning,24,2,Beginner,Online
2014,student 2869,10,Egypt,Middle school (10-13),Al Diyafah High School,Sports,18,Young Coder,48,2,Beginner,Online
1344,student 2870,10,Saudi Arabia,Middle school (10-13),Al Diyafah High School,Art,3,Artificial Intelligence,8,3,Intermediate,Hybrid
338,student 2871,10,Poland,Middle school (10-13),Al Diyafah High School,Music,1,Robotics,24,5,Applied Tech,Online
1390,student 2872,10,Ukraine,Middle school (10-13),Al Diyafah High School,Technology,11,VEX Robotics,8,5,Intermediate,In-person
3567,student 2873,10,Cameroon,Middle school (10-13),Al Diyafah High School,Science,4,Technology Innovative Learning,24,4,Intermediate,Hybrid
607,student 2875,10,Pakistan,Middle school (10-13),Al Diyafah High School,Sports,2,Python Programming,8,4,Applied Tech,Hybrid
166,student 2876,10,Saudi Arabia,Middle school (10-13),Al Diyafah High School,Sports,10,LEGO Robotics,24,3,Beginner,Hybrid
1568,student 2877,10,Uganda,Middle school (10-13),Al Diyafah High School,Art,3,Artificial Intelligence,24,4,Beginner,In-person
2059,student 2878,10,Afghanistan,Middle school (10-13),Al Diyafah High School,Art,32,Game Development,24,4,Intermediate,Hybrid
1325,student 2879,10,Turkey,Middle school (10-13),Al Diyafah High School,Art,30,Programming,24,3,Intermediate,In-person
729,student 2880,10,Turkey,Middle school (10-13),Al Diyafah High School,Art,3,Artificial Intelligence,48,2,Proficiency,Online
2849,student 2881,10,Nigeria,Middle school (10-13),Al Diyafah High School,Technology,25,Young Innovator,48,3,Beginner,In-person
2044,student 2882,10,United States,Middle school (10-13),Al Diyafah High School,Art,10,LEGO Robotics,8,5,Proficiency,Hybrid
